event-name,start_datetime,end_datetime,recurrence_rule,date_description,event-type,dance_focus,dance_style,price_min,price_max,currency,pricing_type,price_category,audience_min,audience_max,audience_size_bucket,age_min,age_max,age_group_label,event-location,region,season,cross_border_potential,user-category,organizer,instagram,event_link,event_link_fit,description,event_date,event_time,weekday,month,country,city,latitude,longitude,region_standardized
Weihnachtschor Aachen – Gastspiel Basel,2025-12-20 19:00:00,,,,Konzert / Chormusik / Weihnachten,Nein,,20.0,40.0,CHF,paid,mid,300.0,2000.0,large (>500),,,All Ages,"St. Elisabeth Kirche, Basel",Basel (CH),Winter,Ja,Klassik- & Chormusikfreunde,Gastchor Aachen & Kirche St. Elisabeth Basel,https://www.instagram.com/chorbasel/,https://www.basel.com/en/events,0.8,"Weihnachtschor Aachen – Gastspiel Basel findet in St. Elisabeth Kirche, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-20,19:00,Saturday,12.0,CH,Basel,47.5596,7.5886,Basel (CH)
"Burghof Konzerte Lörrach (Fannie, Brueder Selke, Bummelkasten)",2025-11-05 20:25:00,,,,Konzert / Live Musik,Nein,,20.0,40.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Burghof Lörrach,Lörrach (DE),Autumn,Ja,Konzertbesucher,Burghof Lörrach GmbH,https://www.instagram.com/burghofloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Burghof Konzerte Lörrach (Fannie, Brueder Selke, Bummelkasten) findet in Burghof Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-05,20:25,Wednesday,11.0,DE,Lörrach,47.6132,7.6627,Lörrach (DE)
Weihnachtsmarkt Eguisheim,2025-11-21 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,,,,,,,300.0,2000.0,large (>500),,,All Ages,"Eguisheim, Elsass",unknown,Autumn,Nein,Familien & Weihnachtsmarktbesucher,Ville d’Eguisheim,https://www.instagram.com/eguisheim_officiel/,https://www.basel.com/en/events,0.8,"Weihnachtsmarkt Eguisheim findet in Eguisheim, Elsass, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-21,20:25,Friday,11.0,,,,,Alsace (FR)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-11-05 00:00:00,2025-11-05 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-11-05,16:00-19:00,Wednesday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-11-12 00:00:00,2025-11-12 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-11-12,16:00-19:00,Wednesday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-11-19 00:00:00,2025-11-19 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-11-19,16:00-19:00,Wednesday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-11-26 00:00:00,2025-11-26 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-11-26,16:00-19:00,Wednesday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-12-03 00:00:00,2025-12-03 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-12-03,16:00-19:00,Wednesday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-12-10 00:00:00,2025-12-10 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-12-10,16:00-19:00,Wednesday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-12-17 00:00:00,2025-12-17 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-12-17,16:00-19:00,Wednesday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-12-24 00:00:00,2025-12-24 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-12-24,16:00-19:00,Wednesday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
"Ludos – Jugendtreff, Gamingtreff, Sporttreff",2025-12-31 00:00:00,2025-12-31 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,25.0,Kinder & Jugendliche,"Jugendtreff Ludos, Untere Herrenstraße 23",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/,0.9,"Ludos – Jugendtreff, Gamingtreff, Sporttreff findet in Jugendtreff Ludos, Untere Herrenstraße 23 statt. Kategorie: Freizeitangebot / Jugendliche. Quelle: https://alteswasserwerk.de/veranstaltung/ludos-jugendtreff-gamingtreff-sporttreff-57/.",2025-12-31,16:00-19:00,Wednesday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-10-30 00:00:00,2025-10-30 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-10-30,15:30-17:30,Thursday,10.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-11-06 00:00:00,2025-11-06 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-11-06,15:30-17:30,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-11-13 00:00:00,2025-11-13 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-11-13,15:30-17:30,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-11-20 00:00:00,2025-11-20 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-11-20,15:30-17:30,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-11-27 00:00:00,2025-11-27 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-11-27,15:30-17:30,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-12-04 00:00:00,2025-12-04 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-12-04,15:30-17:30,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-12-11 00:00:00,2025-12-11 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-12-11,15:30-17:30,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-12-18 00:00:00,2025-12-18 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-12-18,15:30-17:30,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Offenes Kinderhaus – Kommen und Mitmachen,2025-12-25 00:00:00,2025-12-25 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/,0.9,"Offenes Kinderhaus – Kommen und Mitmachen findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot / Kinder. Quelle: https://alteswasserwerk.de/veranstaltung/offenes-kinderhaus-kommen-und-mitmachen-11/.",2025-12-25,15:30-17:30,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-10-30 00:00:00,2025-10-30 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-10-30,16:00-20:00,Thursday,10.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-11-06 00:00:00,2025-11-06 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-11-06,16:00-20:00,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-11-13 00:00:00,2025-11-13 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-11-13,16:00-20:00,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-11-20 00:00:00,2025-11-20 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-11-20,16:00-20:00,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-11-27 00:00:00,2025-11-27 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-11-27,16:00-20:00,Thursday,11.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-12-04 00:00:00,2025-12-04 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-12-04,16:00-20:00,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-12-11 00:00:00,2025-12-11 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-12-11,16:00-20:00,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-12-18 00:00:00,2025-12-18 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-12-18,16:00-20:00,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
Tanz Jam Lörrach,2025-12-25 00:00:00,2025-12-25 00:00:00,,,Freizeitangebot / Veranstaltung,Nein,,0.0,0.0,EUR,Kostenlos,Eintritt frei,5.0,200.0,Klein bis mittel,6.0,12.0,Kinder,"Altes Wasserwerk, Tumringer Str. 269",Lörrach / Baden-Württemberg,Herbst/Winter 2025,Gering,SAK Lörrach,SAK Lörrach / Altes Wasserwerk,https://www.instagram.com/sak_loerrach/,https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/,0.9,"Tanz Jam Lörrach findet in Altes Wasserwerk, Tumringer Str. 269 statt. Kategorie: Freizeitangebot. Quelle: https://alteswasserwerk.de/veranstaltung/tanz-jam-loerrach-59/.",2025-12-25,16:00-20:00,Thursday,12.0,DE,Lörrach,47.6149,7.6646,Lörrach (DE)
